Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel	IsRevive	AIParam10
Phỉ Nhân	0	5	3				253				enemy144	0	0	0	0	0	18	45	40	9	21	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\qianbaoku.lua	0	0	0	0	100	0	0	999999	0|0	100	0	0	3300	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	700	100	800	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	85	85	85	85	85		100		6	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60		
Åđẩậ	3	6	0				209				enemy100	0	0	0	0	0	24	29	0	0	0	0	101	1|0	234	1|0.2	53	1|0.2	53	1|0.2			100	0	10	0	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	2	50	20	60	40	60	0	0	10	0	0|0.5	0|0.5	0|0.6	0|0.5	0|0	75	75	90	75	60	1080	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Ngu Doãn Văn	3	6	0				146				enemy003	0	0	0	0	0	38	38																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Hoàn Nhan Khả Hỷ	0	5	3				115				enemy006	0	0	0	0	0	24	27	21	10	24	12	715	0|10	361	0|10	362	0|10	362	0|10		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	999999	0|0	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	85	85	85	85	85	1080	100		3	0|200	0|0	0|0	0|0	0|0	0|0	0|0	0|800	0|0	0|0	146	0|20	297	0|60		
Tuyền Cơ Tử 	0	5	4				165				boss017	0	0	0	0	0	37	38	20	11	10	10	717	0|10	372	0|10	375	0|10	375	0|10		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	999999	0|0	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	85	85	85	85	85	1080	100		3	0|100	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|100	0|200	86	0|20	297	0|60		
Thuyền Phu	3	6	0								passerby044	0	0	0	0	0	32	32																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nguyệt Ca Võ Vệ	3	6	0				212				enemy103	0	0	0	0	0	30	30																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nguyệt Ca Kiếm Thị	3	6	0				213				enemy104	0	0	0	0	0	30	31																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ễÂáốàºệữÊăảễằ°Êâ	3	6	0								boss093	0	0	0	0	0	27	45																																												400		700																						160		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ễÂáốàºệữÊăẵìảẻềằÊâ	0	5	0								boss093												336	0|20	337	0|20	328	0|20	380	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	1800000	0|300	100	0	0	3300	100	0	0	800	100	0	0	234	100	0	0	234	12	12	15	15	700	100	800	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	95	95	95	95	95	36	160		6	0|600	0|600	0|0	0|600	0|0	0|600	0|0	0|600	0|0	0|600	539	0|20	547	0|60		
ễÂáốàºệữÊăẵìảẻảỵÊâ	0	5	0								boss093												1045	0|25	1046	0|25	1047	0|25	1122	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	1800000	0|700	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	1200	1	50	20	15	35	30	30	50	0	0	0|75	0|75	0|75	0|75	0|75	95	95	95	95	95	36	160		3	0|1200	0|1200	0|0	0|1200	0|0	0|1200	0|0	0|1200	0|0	0|1200	539	0|20	297	0|60		
ễÂáốàºệữÊăẵìảẻẩýÊâ	0	5	0								boss093												947	0|30	948	0|30	949	0|30	930	0|30		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	90000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	20	15	35	30	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	36	160		3	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|2200	0|0	0|3000	539	0|20	1008	0|20		
Kiếm Si	0	5	0	0							enemy076	0	0	0	0	0	40	40					723	0|20	626	0|20	627	0|20	628	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	60000	0|0	100	0	0	1000	100	0	0	800	100	0	0	0	100	0	0	0	6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Kiếm Cuồng	0	5	0	8			198				enemy089	0	0	0	0	0	30	35					627	0|20	627	0|20	627	0|20	627	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	60000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Võ lâm nhân sĩ của Thần trí bất thanh	0	5	0	3			187				enemy078	0	0	0	0	0	30	30	20	11	10	10	626	0|20	626	0|20	626	0|20	626	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	60000	0|0	100	0	0	1000	100	0	0	400	100	0	0	0	100	0	0	0	6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0	0|40	0|40	0|40	0|40	0|40	75	75	75	75	75	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Sơn Tặc Đầu Mục	0	5	0				234				enemy125	0	0	0	0	0	33	38					53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\shanshenmiao.lua	100	0	0	0	100	999999	0	0	0|0	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0	0|85	0|85	0|85	0|85	0|85	95	95	95	95	95	1080	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60		
ẵÊÚÊ1	3	6	0								passerby355a	0	0	0	0	0	22	22																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẵÊÚÊ2	3	6	0								passerby355b	0	0	0	0	0	22	22																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẵÊÚÊ3	3	6	0								passerby355c	0	0	0	0	0	22	22																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ễÂáốàºấ¯±đ	3	6	0								passerby297	0	0	0	0	0	22	22																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ễÂáốàºấữ	3	6	0								passerby329	0	0	0	0	0	22	22																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Triêm Tuyết Băng Liên	3	6	2	0							passerby212	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ÃẽéầÊăảễằ°Êâ	3	6	3				165				boss012	0	0	0	0	0	37	38	20	11	10	10	357	0|20	357	0|20	359	0|20	359	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	1200000	0|3800	100	0	0	5000	100	0	0	1800	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	95	95	95	95	95		100		6	0|100	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	86	0|20	297	0|60		
ấữÊăễÂáốàºÊâ	3	6	1								passerby326	0	0	0	0	0	1	1														\script\npclevelscript\newnpc.lua	0	0	0	0	0	0	0	0																						0	100	0																						120		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bia Đá	3	6	0								passerby297	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cột Cờ	3	6	0								passerby356	0	0	0	0	0	30	30																																												400		700													0|0									200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Hằng Nga	3	6	0								passerby284	0	0	0	0	0	64	64																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Tiểu Phương	3	6	0								passerby146	0	0	0	0	0	22	24																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
éĂÃìằợả¯BOSS1	0	5	3	24							boss088	0	0	0	0	0	24	27	21	10	24	12	1132	0|30	1143	0|30	1142	0|30	1161	0|30		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	180000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60		
éĂÃìằợả¯BOSS2	0	5	3	24							boss089	0	0	0	0	0	24	27	21	10	24	12	1132	0|30	1143	0|30	1142	0|30	1161	0|30		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	180000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60		
éĂÃìằợả¯BOSS3	0	5	3	24							boss090	0	0	0	0	0	24	27	21	10	24	12	1132	0|30	1143	0|30	1142	0|30	1161	0|30		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	180000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60		
éĂÃìằợả¯BOSS4	0	5	3	24							boss091	0	0	0	0	0	24	27	21	10	24	12	1132	0|30	1143	0|30	1142	0|30	1161	0|30		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	180000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60		
Trương Tuyên	0	5	3	24							boss096	0	0	0	0	0	24	27	21	10	24	12	1132	0|50	1136	0|50	1156	0|50	1157	0|50		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	90000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	983	0|20	297	0|60		
Kim Thí Lượng	0	5	3	24							boss094	0	0	0	0	0	24	27	21	10	24	12	1134	0|50	1168	0|50	1148	0|50	1137	0|50		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	120000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	983	0|20	297	0|60		
Mộ Dung Toàn	0	5	3	24							boss095	0	0	0	0	0	24	27	21	10	24	12	1143	0|50	1142	0|50	1152	0|50	1135	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	300000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	983	0|20	297	0|60		
Rương Thiên Chi	3	6	2								passerby354a	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Đại Lão Sư	3	6	0								passerby252	0	0	0	0	0	22	32																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Thư Đồng	3	6	0								passerby164	0	0	0	0	0	22	32																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Đại Tùng Giáng Sinh	3	6	0								passerby357	0	0	0	0	0	22	32																																												400		700													0|0									320		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Ông Già Noel	3	6	0								enemy216	0	0	0	0	0	19	19																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
2012_12_ếÅìÚếý	0	5	4	24			112				enemy003	0	0	0	0	0	24	33	20	11	10	10	164	0|20	165	0|20	164	0|20	165	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	30000000	0|1400	100	0	0	800	100	0	0	1400	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	810	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|1800	159	0|30	297	0|60		
2012_12_Ãợẩỗ	0	5	2	24			165				enemy056	0	0	0	0	0	37	38	20	11	10	10	88	0|30	91	0|30	91	0|30	88	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	30000000	0|1400	100	0	0	800	100	0	0	1500	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	810	100		6	0|500	0|0	0|0	0|0	0|0	0|3000	0|0	0|0	0|0	0|0	86	0|20	294	0|60		
2012_12_Áứầàầà	0	5	0	24			263				enemy173	0	0	0	0	0	28	30	28	11	16	13	302	0|20	303	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	30000000	0|1400	100	0	0	2200	100	0	0	1800	100	0	0	0	100	0	0	0	6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	810	100		6	0|655	0|0	0|0	0|280	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	295	0|60		
°Ùạỷấữ	3	6	0								passerby358	0	0	0	0	0	24	40																																												400		700													0|0									320		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ềìẩíÃổắò-ếẵÁỳằÍẳì(Äé)	3	6	1								passerby359	0	0	0	0	0	19	19	18	16	16	8																																								400		700																						80		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ềìẩíÃổắò-ếẵÁỳằÍẳì(Åđ)	3	6	1								passerby360	0	0	0	0	0	24	28	16	16	16	8																																								400		700																						80		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
°Ù±ọÄĐắý	0	5	3	24							boss097	0	0	0	0	0	24	27	21	10	24	12	1164	0|20	1165	0|20	1159	0|20	1168	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	88888888	0|3800	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	20	15	35	30	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	120		3	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|2200	0|0	0|3000	539	0|20	297	0|60		
ºẽ³ẫằăấƯáà	3	6	0								passerby129	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Âè²í	3	6	2	0							passerby222	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						30		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
´úệữậĐ	3	6	0								enemy004	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
²ÃãỡấƯ	3	6	0								passerby147	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ạớạẩ	0	5	0								enemy233	0	0	0	0	0							1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	1207	0|60		
ÄôạƠ	0	5	0								enemy234	0	0	0	0	0							1	0|62	1	0|62	1	0|62	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	1207	0|60		
èỡảĩ	0	5	0								enemy235	0	0	0	0	0							1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	1207	0|60		
ẫéẽÍ	0	5	0								enemy236	0	0	0	0	0							1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	1207	0|60		
ãầÀệ	0	5	0								enemy237	0	0	0	0	0							1	0|62	1	0|62	1	0|62	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	1207	0|60		
ĩ°ệủ	0	5	0								enemy238	0	0	0	0	0							1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	1207	0|60		
ậđắư	0	5	0								enemy239	0	0	0	0	0							1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	1207	0|60		
ẫẵốù	0	5	0								enemy240	0	0	0	0	0							1	0|62	1	0|62	1	0|62	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	1207	0|60		
ầĐệỉÂƠ9	0	5	3				115				enemy006	0	0	0	0	0	24	27	21	10	24	12	1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	1207	0|60		
ầĐệỉÂƠ10	0	5	3								passerby337	0	0	0	0	0	24	27	21	10	24	12	1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	1207	0|60		
ầĐệỉÂƠ11	0	5	0								boss092												1	0|62	1	0|62	1	0|62	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	1207	0|60		
VNằÔậÍẩẻẻủÂớ³à	0	5	0								enemy241												1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	1350000	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	55	55	55	55	55	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	983	0|30	297	0|60		
Tiêu bang chiến - tiên phong	3	6	0								passerby174	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Tiêu bang chiến - Sát thủ	3	6	0								passerby182	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ÅÚậỵ	0	5	0								boss098						8	8	8	8	8	8	1	0|62	1	0|62	1	0|62	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	99999	0|0	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	3	3	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	983	0|30	297	0|60		
ầùễặ	3	6	0								passerby150	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
±ựả³ấỉẻÀ	0	5	0				159				enemy050	0	0	0	0	0	36	40	24	10	10	10	1210	0|30	1210	0|30	1210	0|30	1210	0|30		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	9600000	0|0	100	0	0	3300	100	0	0	1200	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1500	1	50	25	25	25	25	30	50	0	0	0|90	0|95	0|90	0|90	0|90	95	95	95	95	95		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|20	297	0|60		
